0.5 0.0590925542949 0.00186759487044
1.0 0.0965054218306 0.00199875963356
1.5 0.116701166091 0.00191989980024
2.0 0.129956033586 0.00193500878825
2.5 0.137217053267 0.00186009282189
3.0 0.137879198905 0.00184667918391
3.5 0.135264394755 0.00189274259123

pT   v2   errv2
