0.5 0.0607130080773 0.00220083578243
1.0 0.107193908837 0.00254781890371
1.5 0.119901425016 0.0025967923773
2.0 0.130709379304 0.00365445428194
2.5 0.136451326769 0.00397314055748
3.0 0.132966469858 0.00361462210368
3.5 0.126978124636 0.00318938650812

pT   v2   errv2
