0.5 0.00615211232355 0.000264043292306
1.0 0.0175191243231 0.000555231671171
1.5 0.0296303577576 0.000891187084559
2.0 0.0395439931169 0.000978808933787
2.5 0.048929777717 0.00115469245309
3.0 0.0561059611131 0.00133603370041
3.5 0.0614275257165 0.00144529588203

pT   v3   errv3
