0.5 0.0159300174443 0.000632837621783
1.0 0.0521491567282 0.0016277599176
1.5 0.0873249478127 0.00218383393464
2.0 0.118855769286 0.00250420817056
2.5 0.138408381775 0.00265998049939
3.0 0.146797524438 0.00284283942701
3.5 0.146360872356 0.00301452356702

pT   v2   errv2
