0.5 0.0100181804787 0.000845058334999
1.0 0.0229141149054 0.00152806706422
1.5 0.0361507191533 0.00208422557876
2.0 0.0470221092066 0.00368153577185
2.5 0.0559909143227 0.00110248702107
3.0 0.0592397033745 0.00113122146381
3.5 0.06138245679 0.0011246214073

pT   v3   errv3
