#pT  dN/(2pi dy pT dpT)  dN/(2pi dy pT dpT)_err  vn{SP}  vn{SP}_err
2.0476118650e+00  1.9667548549e-01  4.4017149153e-03  -3.3481208266e-02  5.7640266486e-03  1.3685256211e-01  1.0239203382e-02  3.7608558539e-02  4.7387692930e-03  1.3946282223e-02  2.9876203248e-03  1.0213914333e-02  2.1156252474e-03  
2.1477932685e+00  1.4158100963e-01  3.3767023905e-03  -3.6587606492e-02  6.6022578657e-03  1.4089389804e-01  1.1037226663e-02  3.8019034769e-02  4.7839524118e-03  9.2543662452e-03  2.4857020027e-03  1.4172265614e-02  2.6011369026e-03  
2.2475332249e+00  1.0248671474e-01  2.6016610103e-03  -4.1106423844e-02  8.2610909644e-03  1.4647569712e-01  1.1418816537e-02  4.0363040808e-02  4.8599845207e-03  9.0619381010e-03  2.6050850906e-03  1.5490533880e-02  2.7013243438e-03  
2.3475723371e+00  7.3696015922e-02  2.0153923649e-03  -4.3301185672e-02  7.6632204765e-03  1.4337701406e-01  1.0975105428e-02  3.7614131782e-02  5.4351165811e-03  1.4617362395e-02  4.6078812000e-03  1.0663296453e-02  2.9134174113e-03  
2.4475007688e+00  5.3061385158e-02  1.5226920199e-03  -4.5314137244e-02  1.0684692140e-02  1.5179294863e-01  1.1838294975e-02  4.0915456689e-02  5.5052635498e-03  9.1538091878e-03  4.0180298916e-03  1.2514776152e-02  3.3397874361e-03  
2.5475237242e+00  3.8351975312e-02  1.1937900968e-03  -5.2378221984e-02  1.0469889545e-02  1.4632326303e-01  1.1207782238e-02  4.3823579982e-02  5.9310773302e-03  1.2485499116e-02  4.4257959798e-03  1.1145442658e-02  3.3422165333e-03  
2.6473883748e+00  2.7949728238e-02  9.0435983032e-04  -6.0858526813e-02  1.1558258228e-02  1.5902657950e-01  1.2636504968e-02  4.4332842624e-02  6.7395627388e-03  1.7700553843e-02  5.4699805355e-03  1.0268629901e-02  3.4566853050e-03  
2.7477634611e+00  2.0419305883e-02  7.1954077155e-04  -7.2211912011e-02  1.3612021834e-02  1.4558284333e-01  1.2631642873e-02  4.8717147405e-02  7.6363547397e-03  1.5880360609e-02  4.8862383976e-03  1.6499345550e-02  4.4710328323e-03  
2.8473689382e+00  1.4538404259e-02  5.2586283335e-04  -6.5670612724e-02  1.4232137488e-02  1.5295776512e-01  1.3441179675e-02  4.2497485988e-02  8.1585124592e-03  1.0530214535e-02  6.5679281793e-03  2.1835106681e-02  6.1028901618e-03  
2.9477805721e+00  1.0466242303e-02  3.9726962852e-04  -7.6476196971e-02  1.5447557721e-02  1.5854464436e-01  1.5066997045e-02  3.6143147483e-02  8.0231191775e-03  5.7326062616e-03  7.6997724851e-03  1.4797271967e-02  5.9357435569e-03  
