0.5 0.0507588 0.000657488 0.00273345 0.00372999
0.7 0.074376 0.000892757 0.00400527 0.0054655
0.9 0.0907408 0.00121417 0.00488654 0.00666806
1.1 0.107619 0.00164107 0.00579546 0.00790835
1.3 0.123701 0.00218305 0.0066615 0.00909013
1.5 0.129805 0.00284349 0.00699021 0.00953868
1.7 0.13513 0.00369888 0.00727697 0.00992999
1.9 0.142991 0.00518135 0.0077003 0.0105076
2.1 0.138462 0.00759717 0.00745641 0.0101748
2.3 0.135164 0.00969205 0.0072788 0.00993248
2.5 0.14248 0.0143257 0.00767278 0.0104701
2.7 0.13309 0.0212224 0.00716712 0.00978008
2.9 0.133819 0.0293196 0.00720637 0.00983365
