0.5 0.036778 0.00212984 0.0034355 0.0038262
0.7 0.048604 0.00217213 0.00267126 0.00364513
0.9 0.0720863 0.00247994 0.00369887 0.00504739
1.1 0.092537 0.00293184 0.00503712 0.00687354
1.3 0.108161 0.00360876 0.00582465 0.00794818
1.5 0.126665 0.00452272 0.00682112 0.00930794
1.7 0.142075 0.00571541 0.00765097 0.0104403
1.9 0.151327 0.00724646 0.00814921 0.0111202
2.1 0.1629 0.00911614 0.00877243 0.0119707
2.3 0.174146 0.0115143 0.00937805 0.0127971
2.5 0.184458 0.0143935 0.00993337 0.0135548
2.7 0.18899 0.0175901 0.0101774 0.0138879
2.9 0.177075 0.0225718 0.00953578 0.0130123
